Unnamed: 0,target,text
3732,0,old orchard near univ
2827,0,knew time murder exactli
413,0,bring home wendi
941,0,theyr lot place hospit medic place safe
801,0,appt lt time gt fault u listen told u twice
4411,0,said anyth wrong sorri de
256,0,mmm yummi babe nice jolt suzi
5464,0,treasur everi moment spend togeth
647,1,privat 2003 account statement show 800 point call 08715203694 identifi code 40533 expir
1767,0,k want us come
4773,0,u repeat e instruct wat e road name ur hous
4130,0,ur luck love someon ur fortun love one love
2596,0,gon na abl late notic home week anyway plan
2288,0,dont messag offer
24,0,ffffffffff alright way meet sooner
1088,1,award sipix digit camera call 09061221061 landlin deliveri within 28day cs box177 m221bp 2yr warranti 150ppm 16 p
4807,0,oga left phone home saw ur messag hope good great weekend
2291,0,remind get shall
112,0,ok wif co like 2 tri new thing scare u dun like mah co u said loud
2407,0,solv case man found murder lt decim gt lt gt afternoon 1 wife call polic 2 polic question everyon 3 wife sir sleep murder took place cook pick veget went 2 post offic went 2 play went 2 marriag polic arrest murder immedi repli reason u r brilliant
56,1,congrat 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free 150pm dont miss
1309,0,ok care text drive
695,0,good good job like entrepreneur
1227,0,submit da project tmr rite
3705,0,read gud habit nan bari hudgi yorg pataistha ertini kano
276,0,tell rob mack gf theater
2316,0,caus old live high
1833,0,come
682,0,xy go 4 e lunch
4589,0,tomorrow go theatr come wherev u call tell come tomorrow
3980,0,huh cant thk oredi mani page
1137,0,lol busi
3685,0,get class bsn like lt gt minut know advis
2620,0,come
2986,0,see ca see mayb reboot ym seen buzz
1346,0,ok stay night xavier sleep bag get tire
2222,0,great get worri know wonder care person like best life know u r wonder god love
5260,0,anyon call treadmil say buy make sure work found ad craigslist sell lt gt
2437,1,ur chanc win cash everi wk txt play c custcar 08715705022
3426,0,haha okay today weekend leh
3787,1,want funk ur fone weekli new tone repli tones2u 2 text origin n best tone 3gbp network oper rate appli
3243,0,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u
4034,1,chosen receiv award pl call claim number 09066364311 collect award select receiv valu mobil custom
2833,0,u sick still go shop
3169,0,mah b pick tomorrow
2464,0,pick drop problem
5268,0,
4582,1,ur chanc win wkli shop spree txt shop c custcar 08715705022
81,0,call ah
1972,0,ye meet town co go gep home could text bu stop worri finish march ish
1714,0,yeah see
5110,1,1 new messag pleas call 08715205273
4348,0,ìï bot note oredi co juz rem got
1946,0,hey go jazz power yoga hip hop kb yogasana
4838,0,one issu california okay snow manag
3764,1,someon u know ask date servic 2 contact cant guess call 09058095107 reveal pobox 7 s3xi 150p
1610,0,probabl around mu lot
2820,0,oh god taken teeth pain
2516,0,offic da
4693,0,pl give food prefer pap slowli load sugar take hour give water slowli
5443,1,guarante 32000 award mayb even cash claim ur award call free 0800 legitimat efreefon number wat u think
4302,0,yup free
665,0,en chikku nang bakra msg kalstiya
2194,0,hi email address chang
3252,0,k k good go
4746,0,put sign choos number pin show right
1017,0,shall send exe mail id
557,0,know friend alreadi told
3305,0,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx
2962,0,dont know jabo abi
1207,0,need strong arm
3143,0,haha heard text around
2633,0,love hear v see sundayish
1510,0,pete phone still jenni colleg
4377,0,noth u dinner w us
5041,1,jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186
266,0,sure yet still tri get hold
2339,0,cheer messag zogtoriu iåõv stare phone age decid whether text
2921,0,sent send
2111,0,yar quit clever aft mani guess lor got ask 2 bring thk darren will 2 go aiya thk leona still attach wat
3404,0,ju chillaxin
1909,0,u go ikea str aft dat
2700,0,feb lt gt love day send di ur valu evn 3 come back u gt marri person u luv u ignor di u lose ur luv 4 evr
3408,0,what come hill monster hope great day thing r go fine busi though
3809,0,aight text address
3478,0,sure check yahoo email sent photo yesterday
4786,0,ìï thk wat eat tonight
1784,0,dont search love let love find that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl
1237,0,ur paper e morn aft tmr
4645,1,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705
5496,0,ye trust u buy new stuff asap tri
2186,0,anyth specif regard jaklin idk fuck
4595,0,carlo pick swing usf littl bit
908,0,white fudg oreo store
1303,0,cant pick phone right pl send messag
4214,0,dear sleep
1627,1,select stay 1 250 top british hotel noth holiday worth claim call london bx 526 sw73ss
1522,0,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui
835,0,good morn dear great amp success day
358,0,actor work work even sleep late sinc unemploy moment alway sleep late unemploy everi day saturday
138,1,rcv msg chat svc free hardcor servic text go 69988 u get noth u must age verifi yr network tri
299,0,need coffe run tomo ca believ time week alreadi
1556,0,good sleep rhythm person establish rhythm bodi learn use want know
1003,0,lt gt think say syllabu
382,0,hey leav big deal take care
4826,0,yup give problem mayb ju leav
761,0,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
3145,0,babe thasa bit mess
5477,0,sunday holiday work
3413,0,pic pleas
4509,0,weekend fine excus much decor
1402,0,regist sinco paye log enter urn lt gt confirm bewar fraud share disclos urn anyon
4622,0,u need presnt alway bcz u cant mi love irulina neekunna prakasamanu prakasam ennal prabha mn prabha got dont mi
4790,0,send resum
1932,0,ju finish avatar nigro
2522,0,dunno lei might b eatin wif fren wan eat wait 4 lar
4445,0,merri christma u anni
4768,0,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
2459,0,nope meanwhil talk say make greet
3379,0,finish miss plenti
58,0,tell reach
76,0,that cool gentleman treat digniti respect
796,1,orang custom may claim free camera phone upgrad loyalti call 0207 153 offer end 14thmarch c appli availa
4450,0,problem walk around oblivi go around say thing constantli go one ear go whatev want know upset listen tell go upset want surpris mad
4037,0,hope scare
785,0,suppos could make still town though
2523,0,sorri call later
4604,0,need 8th campu atm could pick hour two
2217,0,two carton u pleas shelv
3698,0,noe specifi da domain nusstu ìï still sch
5153,0,left yet probabl gon na til dinner
4119,0,babe goe day miss alreadi love love kiss hope everyth goe well
2924,0,come day class
4305,0,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx
910,0,love come took long leav zaher got word ym happi see sad left miss
2172,0,yavnt tri yet never play origin either
4414,0,yeah abl text readi meet
5221,0,jane babe goin 2 wrk feel ill lst nite fone alreadi cover 4 chuck
1257,0,also cbe pay
4765,0,when radio show
4373,0,k sure consent form v
1178,0,outsid island head toward hard rock run
4201,0,happi babi alright take job hope fine send kiss make smile across sea kiss kiss
5285,1,urgent 1 week free membership prize jackpot txt word claim 81010 c lccltd pobox 4403ldnw1a7rw18
442,0,oic saw tot din c found group liao
3550,0,love
2980,0,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st love good morn dear
4740,0,mani happi return day wish happi birthday
5315,0,hahaha use brain dear
1054,0,hiya comin 2 bristol 1 st week april le got rudi new yr eve drunk u bak colleg yet work send ink 2 bath
2323,0,sorri dude dont know forgot even dan remind sorri hope guy fun
4326,0,dude got haircut breezi
5244,0,thank temal wonder thank great week
4059,1,week savamob member offer access call 08709501522 detail savamob pobox 139 la3 2wu savamob offer mobil
4753,0,ok lor u wan go look 4 u
2586,0,respond imma assum still asleep imma start call n shit
2420,0,oic better quickli go bath n settl
4056,0,noic text
1502,0,da what plan
4749,0,still mayb leav credit card get ga get back like told
4781,0,call senthil hsbc
2011,0,whatev want know rule talk earlier week start happen show respons yet everi week bend rule way way whatev tire thia argument everi week lt gt movi doesnt inlud preview still get 1
4229,0,sever sir
2671,0,cool come like lt gt ish
4498,1,sm servic inclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
4216,0,offic around 4 pm go hospit
6,0,even brother like speak treat like aid patent
678,0,caus freaki lol
1943,0,got lousi sleep kept wake everi 2 hour see cat want come worri cold
3240,0,ok sent u da latest version da project
5133,0,hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep
4461,0,sorri flake last night shit serious goin roommat tonight
4284,0,pock
3107,0,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els
5130,0,way
1064,0,fine bitch later
3254,0,hi kate u give ring asap xxx
2242,0,nope wif si lor aft bath dog bath look like go 2 rain soon
1474,0,friendship game play word say start march end may tomorrow yesterday today e
4839,1,privat 2003 account statement show 800 point call 08715203652 identifi code 42810 expir
1889,0,got ta collect da car 6 lei
4153,0,haf u eaten wat time u wan 2 come
2021,0,anybodi number still thought tact way ask alex
4390,0,greatest test courag earth bear defeat without lose heart gn tc
4196,1,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w45wq
3268,0,raviyog peripher bhayandar east
1130,0,howz pain hope u r fine
1461,0,kinda first one get twelv aah speak tomo
2741,1,know u u know send chat 86688 let find rcvd ldn 18 year
5049,0,vote wherev heart guid
2882,0,anyth lor come
2851,0,tall princess
222,0,sorri call later
5170,0,school n da lab stuff give call r done
48,0,yeah hope tyler ca could mayb ask around bit
573,0,wait call
1236,0,much get
4245,0,well welp sort semiobscur internet thing
5402,0,hi babe thank come even though didnt go well want bed hope see soon love kiss xxx
5012,0,uncl g check reward month
2282,0,wait yesterday
267,1,ur rington servic chang 25 free credit go choos content stop txt club stop 87070 club4 po box1146 mk45 2wt
1104,1,messag import inform o2 user today lucki day 2 find log onto http fantast surpris await
2305,0,still area restaur ill tri come back soon
5368,1,import messag final contact attempt import messag wait custom claim dept expir call 08717507382
1935,0,either idea know anyplac someth
386,0,custom place call
4093,0,miss
3825,0,goodmorn grandfath expir leav today
5047,0,yeah basic time next week get away mom amp get 3
4882,0,new theori argument win situat lose person dont argu ur friend kick amp say alway correct
1563,0,get readi put excel sub face
4540,0,hiya last night naughti bought cloth littl readi shop tho kind time wan na meet
209,0,shoot big load get readi
909,1,januari male sale hot gay chat cheaper call nation rate cheap peak stop text call 08712460324
1289,0,hey great deal farm tour 9am 5pm 50 deposit 16 may
4213,0,ard 530 like dat lor juz meet mrt station dun haf come
3625,0,yeah right bring tape measur fri
1842,0,comingdown later
4561,0,much u tri get
4260,0,pl dont forget studi
958,0,sort code acc bank natwest repli confirm sent right person
1793,0,bad girl still rememb
2088,1,well done england get offici poli rington colour flag yer mobil text tone flag 84199 txt eng stop box39822 w111wx
331,0,mayb could get book tomo return immedi someth
2908,1,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr
4354,0,sorri ca help
2605,0,wen u finish fanci meetin wiv u tonit need break dabook 4 hr last today wrk
1774,0,ok chikku 1 favourit song
3544,0,thank meet monday
4023,0,wat time wan today
4528,0,hiya probabl come home weekend next
2498,0,know lt gt around 5
3286,0,ga station like block away hous drive right sinc armenia end swann take howard
3477,0,ask around lot term mid
1710,0,promis though even gotten dinner yet
4262,0,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat
1366,0,bbq sat mine 6ish ur welcom 2 come
173,0,bloodi hell cant believ forgot surnam mr ill give u clue spanish begin
4320,0,k jason say gon na around around lt gt
4109,0,yo gon na still stock tri get dubsack
2521,0,sorri call later
4863,0,sorri da today wont come play drive cla
1952,0,nah im goin 2 wrk j wot bout u
2926,0,ok u enjoy ur show
2036,0,jot thing want rememb later
3386,0,u workin overtim nigpun
4082,0,good afternoon love good see word ym get tm smart move slave smile drink coffe await
4688,0,tri g decid head
0,0,go jurong point crazi avail bugi n great world la e buffet cine got amor wat
2174,0,see thought
1356,0,u ned convinc tht possibl witot hurt feel main
4154,1,want new video phone 750 anytim network min half price line rental free text 3 month repli call 08000930705 free deliveri
2765,0,pick variou point
2748,0,send number give repli tomorrow morn said like ok
396,0,actual sleep still might u call back text gr8 rock si send u text wen wake
4195,0,sorri lot stuff talk actual guy want buy
2915,0,time tell friend around
1812,0,ticket 4 walsal tue 6 th march mate get sat ill pay treat want 2 go txt bak
3148,0,sorri meet call later
5236,0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
816,0,lot use one babe model help youi bring match
1572,1,ur current 500 pound maxim ur send go 86688 cc 08718720201
3667,0,thank love rock
1800,0,excel spent lt gt year air forc iraq afghanistan stabl honest like travel
2280,0,r comin back dinner
5407,0,yup msg tat yiju tot group mate co meet today mah askin leav earlier wat mah co mayb haf walk v far
4220,0,plz note anyon call mobil amp ask u type lt gt lt gt disconnect call coz iz attempt make use sim card itz confirmd nokia n motorola n verifi cnn ibn
2859,0,want kiss feel next
4812,0,call lt gt min that ok
3370,0,tomorrow go theatr come wherev u call tell come tomorrow
3008,1,12mth half price orang line rental 400min call mobileupd8 08000839402
3774,0,hi spoke maneesha like know satisfi experi repli toll free ye
3742,0,nah wednesday bring mini cheeto bag
3918,0,wish think gon na snow much flurri usual get melt hit ground eek snow sinc lt gt even born
554,0,look fri pan case cheap book perhap silli fri pan like book
1159,0,yun buy school got offer 2000 plu
1213,0,yeah probabl sure ilol let u know person wuldnt bother ur goin mite well
4899,1,ou guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h
1325,0,yeah jay sort fuck retard
2860,0,happi say
2922,0,fine simpli sit
700,0,much r will pay
3908,0,seriou like proper tongu
4576,1,contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record
4096,0,go bed prin
1455,1,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804
4669,0,didnt get ur full msg sometext miss send
3114,0,wait 4 insid da car park
5192,0,oh oh den muz chang plan liao go back yan jiu
866,0,consid wall bunker shit import never play peac guess place high enough matter
1644,0,india take lead
3931,0,so amount get pl
4689,0,ok prob
3149,0,yo howz u girl never rang india l
1490,0,cant believ said mani thing morn realli want say good morn love beauti morn see librari later
2685,1,urgent tri contact today draw show prize guarante call 09050003091 land line claim c52 valid 12hr
729,0,dunno u ask
3357,0,run away frm u walk slowli amp kill u care enough stop
5189,1,ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail
1936,0,plan usual stop hella weed
3509,0,saw ron burgundi captain parti boat yeah
1110,0,ok ill tell compani
4531,0,ok day make dinner tonit invit
4984,0,dont let studi stress l8r
2394,0,run away frm u walk slowli amp kill u care enough stop
1185,0,annoy
2007,0,hi birth 8lb 7oz mother babi brilliantli
193,0,stop howev suggest stay someon abl give or everi stool
1515,0,wonder get text
578,1,mobil number claim call us back ring claim hot line 09050005321
2123,1,congratul week competit draw u prize claim call 09050002311 b4280703 sm 18 150ppm
1429,1,sale arsen dartboard good condit doubl trebl
771,0,lol u drunkard hair moment yeah still 4 tonight wat plan
2395,0,babe back come back
5516,0,ya referin mei ex wat ah waitin 4 u treat somebodi shld b rich liao gd den u dun work frm tmr onward
1846,0,engalnd telli decid wo let watch mia elliot kiss damn
131,0,dear call accomod
178,0,text doesnt repli let know log
4979,0,u today
3489,0,huh got lesson 4 lei n thinkin go sch earlier n tot parkin kent vale
4215,0,er mw im fill tuth aight
3159,0,much ur hdd case cost
4726,1,mobil 10 mth updat latest phone free keep ur number get extra free text ye call
3480,0,wherr boytoy
2073,1,freemsg claim ur 250 sm ok 84025 use web2mobil 2 ur mate etc join c box139 la32wu 16 remov txtx stop
658,0,doesnt make sens take unless free need know
1896,0,tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp3 player
4101,0,ok come ur home half hour
2221,0,notic like look shit mirror your turn right freak
5277,0,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
2379,0,good even sir hope nice day want bring notic late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
3839,0,hey mate how u honey u ave good holiday gimmi de goss x
342,0,u hide stranger
5042,0,ic lol play 9 door sometim yo
727,0,alright omw got ta chang order half8th
4393,0,baaaaaaaab wake miss crave need
976,0,ok shall talk
5357,0,ok
3684,0,wake lt gt morn
1928,1,call 08702490080 tell u 2 call 09066358152 claim prize u 2 enter ur mobil person detail prompt care
3221,0,hi love goe day fuck morn woke drop cell way stair seem alright phew miss
4009,1,wan2 win westlif 4 u m8 current tour 1 unbreak 2 untam 3 unkempt text 3 cost 50p text
1299,0,great hear settl well happenin wit ola
4454,0,storm msg wen u lift phne u say u knw wt real mean hello name girl ye u knw dat girl margaret girlfrnd f grahmbel invnt telphon moral one 4get name person
5122,0,enufcredeit ileav uni 6 bu yor hous
660,0,sea lay rock rock envelop envelop paper paper 3 word
1790,0,work eye philosophi text u later bit free chat
3565,0,ok come home vl nice meet v chat
3442,0,board work fine issu overh also reslov still softwar inst pend come around 8 clock
3680,0,lol happen vega stay vega
2707,1,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs
3830,0,let pool money togeth buy bunch lotto ticket win get lt gt u get lt gt deal
2705,0,mean come chase state watch mani movi want
3646,0,hey babe friend cancel still visit
5135,0,sorri grocer
1085,0,like needl clock though v r clock v r nt abl 2 met evn v meet itz 4few second bt v alwi stay conect gud 9t
3951,0,hungri buy food good lei mum n yun dun wan juz buy littl bit
1278,0,meet 5 4 depend wan 2 lor
3799,1,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
1621,0,live simpl love also simpl laugh simpl win tooo simpl difficult gud nte
4741,0,ya nice readi thursday
5105,0,wnt buy bmw car urgent vri hv shortag lt gt sourc arng di amt lt gt lac that prob
67,1,urgent ur award complimentari trip eurodisinc trav aco entry41 claim txt di 87121 morefrmmob shracomorsglsuplt 10 ls1 3aj
3184,0,mayb woke fuck 3 would problem
2622,0,ok lor
2269,0,haha think
5070,0,differ style
4395,0,dear mood cant drive brother drive
820,0,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss
1226,1,repli name address receiv post week complet free accommod variou global locat
3704,0,good make money
4662,0,ye pleas swim
2367,0,v nice 2 sheffield tom 2 air opinion categori 2 b use 2 measur ethnic next censu busi transcrib
2647,0,taxt massag argh ok lool
4675,0,ìï readi call
2512,0,hiya u pay money account thank got pleasant surpris check balanc c get statement 4 acc
4969,0,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
4750,1,weekli tone readi download week new tone includ 1 crazi f 2 3 black p info n
4307,0,ha ha pop loo hello
1143,0,way send shade stuff wonder
397,0,alway put busi put pictur ass facebook one open peopl ever met would think pictur room would hurt make feel violat
4945,0,alreadi back home probabl
4785,0,holi live christ take long
3412,0,need go get
1398,0,check got detail messag
1659,0,yeah class
2220,0,realli quit funni lor wat u shd haf run shorter distanc wat
979,0,anoth month need chocol weed alcohol
2331,0,home way
1298,0,daili text favour time
2802,1,freemsg fav xma tone repli real
82,0,ok way home hi hi
3460,0,k yan jiu liao sat go 4 bugi vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4
3285,0,worri sure get
4359,0,night sweet sleep well see exorc emili rose may never sleep hug snog
4392,1,recpt order rington order process
3621,0,goin workout lor muz lose e fat
423,1,urgent mobil number award prize guarante call 09058094455 land line claim valid 12hr
4829,0,word chess come persian phrase shah mean king dead goodmorn good day
1904,0,wah oki oki muz make use e unlimit haha
5058,1,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382
1530,0,think chennai well settl
3841,0,chile pleas lt decim gt hour drive come time sublet audit season
1565,0,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank
4126,0,sorri call later
839,1,last chanc 2 claim ur worth discount ye 85023 offer mobil cs sub 16 remov txt x stop
500,0,fight world easi u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
141,0,sir wait mail
1377,1,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402
4334,0,u sound like manki scous boy steve like travel da bu u inmind 4 recreat di eve
5460,1,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
2266,1,forward 88877 free entri weekli comp send word enter 88877 18 c
2644,0,friend use call
1138,0,u wear
2257,0,got lot hair dresser fr china
3139,1,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop
1787,0,ye sura sun tv lol
3167,0,ugh hope asu ppl dont randomli reformat
550,0,imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck
3838,0,erm ill pick give enough time get park
2019,0,tomorrow onward eve 6 3 work
948,0,chk ur belovd ms dict
3585,1,hot n horni will live local text repli hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 repli stop end
2715,0,cool lt gt inch long hope like big
532,0,gudnit tc practic go
5481,0,shall call dear food
1829,1,hottest pic straight phone see get wet want xx text pic 89555 txt cost 150p textoper g696ga 18 xxx
3606,0,idea
4925,0,oh ye like tortur watch england
4442,0,know old dom told yesterday name roger got touch last night want meet today 2 pm
2943,1,current messag await collect collect messag call 08718723815
1602,0,ok noth problem
2238,0,think sent text home phone cant display text still want send number
639,0,askd u question hour answer
5382,0,make squeez lt gt buck dad
967,0,u want come back beauti necklac token heart give wife see one give call wait till come
4714,0,8 min go lunch
5220,0,take exam march 3
1683,0,alreadi squat new way walk
2248,0,like spoil
3634,0,make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life
4983,1,goldvik invit friend repli see stop send stop frnd 62468
2893,0,k k yesterday cbe
155,0,aaooooright work
2295,0,hi darlin im missin u hope good time u back time u give call home jess xx
3071,0,ok lor buy wat
4560,0,good afternoon boytoy goe walk day get polic abstract still wake miss babe
1089,0,goodmorn today late lt decim gt min
3270,1,1 new voicemail pleas call 08719181513
2319,0,place want da
4872,0,lol oop sorri fun
288,0,life mean lot love life love peopl life world call friend call world ge
930,0,realli sorri wo b abl 2 u find yr term go ok
3127,0,would u fuckin believ didnt know thur pre book cancel need b sack
2945,0,make 3 4 fuck sake x
4267,0,hey what plan sat
5062,0,ok also wan 2 watch e 9 pm show
4139,0,leav wif lar ìï wan carri meh heavi da num 98321561 familiar
5000,0,nope sinc ayo travel forgotten guy
4072,0,actual exam harder nbme
942,1,get touch folk wait compani txt back name age opt enjoy commun
2354,0,r go lt gt bu
4803,0,er hello thing quit go plan limp slowli home follow aa exhaust hang
4813,0,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
5197,0,like cheap happi splash wine make feel better
1698,1,free msg sorri servic order 81303 could deliv suffici credit pleas top receiv servic
5247,0,gud ni8 dear slp well take care swt dream muah
3654,0,senthil group compani apnt 5pm
5566,1,remind o2 get pound free call credit detail great offer pl repli 2 text valid name hous postcod
3473,0,thing quick question
3796,0,first time histori sold price india lt gt lt gt lt gt shesil lt gt
985,0,carlo say mu lt gt minut
3957,0,could kiss feel next
2702,0,omw back tampa west palm hear happen
2754,0,ok chines food way get fat pay lipo
5322,0,thank keep mind
981,0,reckon need town eightish walk carpark
3076,0,sens foot peni
5074,1,2nd attempt contract u week top prize either cash prize call 09066361921
3001,0,excel see riley plan
3914,0,ard 530 lor ok messag lor
3635,0,2 babe feel let 4get tri fit soo muchxxlov u
4235,1,u win music gift voucher everi week start txt word draw 87066 tsc skillgam 1winaweek age16 150ppermesssubscript
2929,0,wat dear sleep ah
5563,0,ard 6 like dat lor
1457,1,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx
1395,0,that cool gentleman treat digniti respect
264,0,dint come us
3881,0,short cute good person
929,1,money r lucki winner 2 claim prize text money 2 88600 give away text rate box403 w1t1ji
3789,0,love know feel make belli warm wish love shall meet dream ahmad ador kiss
2937,0,hey book pilat yoga lesson alreadi haha
2400,0,hi roger cl
2178,0,think need go late school night especi one class one miss last wednesday probabl fail test friday
3322,0,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife
246,0,ask call ok
1594,0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
1758,0,sorri free
5418,0,realli master
4420,0,still west coast haiz ìï take forev come back
923,0,went attend anoth two round today still reach home
5066,1,83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541
268,0,evo download flash jealou
669,0,u receiv msg
3382,0,k must book huh go yoga basic sunday
1910,0,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer
4475,0,pick go taunton still want come
1152,0,ok go chang also
5364,1,call 09095350301 send girl erot ecstaci stop text call 08712460324 nat rate
4824,0,go sleep tire travel
2591,0,still work go small hous
4801,0,revers cheat mathemat
1781,0,oh well c u later
2413,0,lol pleas actual send pic right wan na see pose comb hair dryer someth
2307,1,win year suppli cd 4 store ur choic worth enter weekli draw txt music 87066 ts cs
2678,0,playng 9 door game gt race phone lol
3691,0,movi laptop
1915,0,time month mid time
612,0,mani depend
4419,0,ok msg u b4 leav hous
2267,0,finish liao u
2533,0,glad went well come 11 plenti time clair goe work
39,0,hello saturday go text see decid anyth tomo tri invit anyth
1898,0,wat would u like 4 ur birthday
1649,0,laptop take
3026,0,still game
258,1,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
2434,0,uncl boy need movi oh guid plu know torrent particularli legal system slow gr8 day plu start co dont meet onlin honey moon
847,0,offic what matter msg call break
4084,1,orang bring rington time chart hero free hit week go rington pic wap stop receiv tip repli stop
4731,0,wat time r go xin hostel
3683,0,dad say hurri hell
1233,0,lol snatch purs
1127,0,height shit situat guy throw luv letter gal fall brother head who gay
3044,0,hello yeah got bath need hair come done yeah
1967,0,even cant close eye vava play umma
558,0,hi princess thank pic pretti
904,0,get worri derek taylor alreadi assum worst
2614,0,sir hope day go smoothli realli hope wont bother bill ca settl month extra cash know challeng time also let know
484,0,chang fb jaykwon thuglyf falconerf
2211,0,gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy
1320,0,sent scream moan bed princess
5439,0,hey book 2 lesson sun liao
2555,1,freemsg award free mini digit camera repli snap collect prize quizclub opt stop sp rwm
7,0,per request mell oru minnaminungint nurungu vettam set callertun caller press 9 copi friend callertun
2315,0,signific dont worri
4725,0,jason say cool pick place like hour
4058,1,mobi pub high street prize u know new duchess cornwal txt first name stop 008704050406 sp
3949,0,got video tape pple type messag lor u free wan 2 help hee co noe u wan 2 watch infern affair ask u along ask shuhui oso
1450,0,msg rajini come
1201,0,know call
2426,1,valentin day special win quiz take partner trip lifetim send go 83600 rcvd
2648,0,hi pleas get lt gt dollar loan pay back mid februari pl
1814,0,hi jess dont know work call u im home eve xxx
773,0,wil lt gt minut got space
2274,0,think could stop like hour roommat look stock trip
1011,0,got home babe still awak
3483,0,tell bad charact u dnt lik tri chang lt gt add tat 2 new year resolut wait ur frank good morn
3624,0,want tel u one thing u mistak k messag sent
1991,0,valentin huh proof fb page ugh glad realli watch rupaul show tool
1277,0,dont put phone silent mode ok
1783,0,dear free messag without recharg hi hi hi
4265,0,greatest test courag earth bear defeat without lose heart gn tc
446,0,well done blimey exercis yeah kinda rememb wot hmm
880,1,remind download content alreadi paid goto http mymobi collect content
4972,0,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen
781,0,hmmm thought said 2 hour slave 3 late punish
2651,0,text get call phone problem
5412,0,gr8 handl victoria island traffic plu album due
1749,0,b late love mum
2126,0,got shitload diamond though
4603,0,thanx 4 puttin da fone
2423,0,lmao fun
5437,0,slow use biola fne
4898,0,haha first person gon na ask
883,0,dude go sup
4342,0,valentin game send di msg ur friend 5 answer r someon realli love colour suit best
1091,0,pleas da call mistak side sorri da pl da goto doctor
3988,0,ok lor anyway thk cant get ticket co like quit late alreadi u wan 2 go look 4 ur fren darren wif
3630,0,thank princess sexi
531,0,sunday holiday work
3519,0,reach 9 tell dont know
2438,0,busi juz dun wan 2 go earli hee
4522,0,actual decid hungri left yet v
4105,0,k 2marrow come class
3682,0,use soc use home ìï dunno 2 type word ar
4566,0,togeth thinkin
2290,0,hey babe u doin wot u 2 2nite love anni x
1727,0,went project centr
610,1,22 day kick euro2004 u kept date latest news result daili remov send get txt stop 83222
